Creditability,Customer ID ,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,9093,4,12,2,1,4675,5,2,1,1,2,1,4,3,20,3,1,1,3,1,587,1
1,9125,2,21,3,0,2353,1,3,1,0,1,1,4,2,47,3,2,2,3,1,708,1
1,9157,1,21,2,3,3357,4,2,4,0,2,1,2,3,29,1,2,1,3,1,708,1
1,9189,4,6,2,0,672,1,1,1,1,2,1,4,1,54,3,2,1,1,1,416,1
1,9221,1,6,4,3,338,3,5,4,0,3,1,4,3,52,3,2,2,3,1,587,1
1,9253,4,9,2,3,2697,1,3,1,1,3,1,2,1,32,3,2,1,3,2,514,1
1,9285,4,9,2,0,2507,3,5,2,1,3,1,4,4,51,3,3,1,2,1,587,1
1,9317,4,15,3,3,1478,1,3,4,1,4,1,3,1,33,1,2,2,3,1,416,1
1,9349,4,12,4,6,3565,5,2,2,1,3,1,1,2,37,3,2,2,2,2,514,1
1,9381,4,15,2,2,2221,3,3,2,1,2,1,4,3,20,3,1,1,3,1,587,1
1,9413,4,6,4,3,1898,5,3,1,1,3,1,2,1,34,3,2,2,2,2,416,1
1,9445,2,6,3,9,1449,2,5,1,0,1,1,2,3,31,1,2,2,3,2,416,1
1,9477,4,15,3,2,960,4,4,3,1,2,1,2,2,30,3,2,2,3,1,708,1
1,9509,4,36,2,1,8133,1,3,1,1,2,1,2,2,30,1,2,1,3,1,587,1
1,9541,4,9,2,2,2301,2,2,2,1,2,1,4,2,22,3,1,1,3,1,416,1
1,9573,4,6,3,9,1743,2,3,1,1,3,1,2,1,34,3,2,2,2,1,587,1
1,9605,2,12,2,2,983,4,2,1,0,2,1,4,1,19,3,1,1,2,1,416,1
1,9637,4,18,3,3,2320,1,1,2,1,4,1,3,1,34,3,2,2,3,1,587,1
1,9669,1,12,1,8,339,1,5,4,0,4,1,1,3,45,1,2,1,2,1,587,1
1,9701,3,24,2,3,5152,1,4,4,1,3,1,2,3,25,1,2,1,3,1,416,1
1,9733,3,24,2,2,3749,1,2,2,1,2,1,4,3,26,3,2,1,3,1,708,1
1,9765,4,9,4,3,3074,5,3,1,1,3,1,2,1,33,3,2,2,3,2,708,1
1,9829,4,24,2,0,1469,2,5,4,1,4,1,4,1,41,3,1,1,2,1,514,1
1,9861,1,6,2,2,1374,1,3,1,0,3,1,2,1,36,1,2,1,2,1,587,1
1,9893,4,6,1,0,783,5,3,1,1,3,3,2,1,26,2,2,1,2,2,587,1
1,9925,1,21,2,3,2606,1,2,4,0,2,1,4,2,28,3,1,1,4,1,416,1
1,9957,4,54,0,1,9436,5,3,2,1,3,1,2,2,39,3,2,1,2,2,514,1
1,9989,4,12,4,3,930,5,5,4,1,3,1,4,1,65,3,2,4,3,1,708,1
1,10021,4,48,4,1,2751,5,5,4,1,3,1,3,3,38,3,2,2,3,2,708,1
1,10053,4,6,4,0,250,4,3,2,1,2,1,2,1,41,1,2,2,2,1,514,1
1,10085,2,24,2,0,1201,1,2,4,0,3,1,1,2,26,3,2,1,3,1,587,1
1,10117,1,6,2,0,662,1,2,3,0,3,1,4,1,41,3,2,1,2,2,416,1
1,10149,4,15,2,1,1300,5,5,4,1,3,1,4,4,45,1,3,1,3,2,708,1
1,10181,4,24,1,9,1559,1,4,4,1,3,1,4,3,40,1,2,1,3,1,708,1
1,10213,3,12,2,3,3016,1,3,3,1,4,1,1,3,24,3,2,1,3,1,587,1
1,10245,4,15,4,3,1360,1,3,4,1,3,1,2,2,31,3,2,2,3,1,708,1
1,10277,4,6,0,0,1204,2,3,4,1,3,1,1,4,35,1,1,1,3,1,514,2
1,10309,4,10,2,0,1597,3,3,3,1,3,1,2,4,40,3,1,1,2,2,708,2
1,10341,4,12,2,3,2073,2,3,4,1,2,2,2,1,28,3,2,1,3,1,587,1
1,10373,4,11,2,9,2142,4,5,1,1,1,1,2,1,28,3,2,1,3,1,587,1
1,10405,1,10,4,2,2132,5,2,2,0,2,2,3,1,27,3,1,2,3,1,587,2
1,10437,4,10,2,0,1546,1,3,3,1,3,1,2,1,31,3,2,1,2,2,514,2
1,10469,4,24,4,0,1287,4,5,4,1,2,1,4,1,37,3,2,2,3,1,708,1
1,10501,4,10,2,0,1418,2,3,3,1,3,1,2,1,35,3,1,1,2,1,587,2
1,10533,3,6,4,0,1343,1,5,1,1,3,1,4,1,46,3,2,2,3,2,708,2
1,10565,4,18,2,0,2662,5,4,4,1,3,1,3,2,32,3,2,1,3,1,416,2
1,10597,4,18,4,3,6070,1,5,3,1,3,1,4,3,33,3,2,2,3,1,587,1
1,10629,4,24,4,6,1927,5,3,3,1,2,1,2,3,33,3,2,2,3,1,514,1
1,10661,4,18,4,3,2404,1,3,2,1,2,1,2,3,26,3,2,2,3,1,708,1
1,10693,4,6,4,3,1554,1,4,1,1,2,1,2,3,24,3,1,2,3,1,708,1
1,10725,4,22,2,0,1283,5,4,4,1,2,1,4,2,25,3,1,1,3,1,514,1
1,10757,4,24,3,0,717,5,5,4,1,4,1,4,3,54,3,2,2,3,1,708,1
1,10789,1,24,2,2,1747,1,2,4,0,3,2,1,2,24,3,2,1,2,1,416,2
1,10821,1,9,4,5,1288,2,5,3,0,3,3,4,1,48,3,2,2,3,2,708,2
1,10853,1,10,4,0,1038,1,4,4,0,3,2,3,2,49,3,2,2,3,1,708,1
1,10885,4,10,2,1,2848,2,3,1,1,3,2,2,1,32,3,2,1,3,2,708,1
1,10917,4,12,2,1,1413,4,4,3,1,3,1,2,2,55,3,2,1,3,1,587,2
1,10949,4,30,4,3,3077,5,5,3,1,3,1,2,3,40,3,2,2,3,2,416,1
1,10981,1,24,1,1,3632,1,3,1,0,2,3,4,3,22,1,1,1,3,1,514,2
1,11013,4,18,4,1,3229,5,1,2,1,3,1,4,4,38,3,2,1,4,1,514,1
1,11045,4,9,2,0,3577,2,3,1,1,3,3,2,1,26,3,1,1,3,2,514,2
1,11077,4,12,4,0,682,2,4,4,1,2,1,3,3,51,3,2,2,3,1,514,1
1,11109,4,10,2,3,1924,1,3,1,1,3,1,4,2,38,3,2,1,3,1,708,2
1,11141,4,10,2,6,727,3,5,4,1,3,1,4,4,46,3,3,1,3,1,708,1
1,11173,3,10,4,0,781,1,5,4,1,3,1,4,4,63,3,3,2,3,1,587,1
1,11205,1,12,4,0,2121,1,3,4,0,3,1,2,2,30,3,2,2,3,1,708,1
1,11237,4,12,4,6,701,1,3,4,1,3,1,2,3,32,3,2,2,3,1,514,1
1,11269,4,10,4,2,2069,5,3,2,1,4,1,1,3,26,3,2,2,3,1,708,2
1,11301,4,24,2,0,1525,4,4,4,1,2,1,3,3,34,3,2,1,3,2,587,1
1,11333,4,48,4,9,7629,5,5,4,1,1,1,2,3,46,1,2,2,4,2,587,1
1,11397,4,6,2,3,1346,2,5,2,1,3,1,4,4,42,1,3,1,3,2,514,1
1,11429,4,36,4,1,10477,5,5,2,1,3,1,4,4,42,3,3,2,3,1,416,1
1,11461,1,24,2,1,2924,1,3,3,0,3,3,4,4,63,1,2,1,3,2,708,1
1,11493,4,10,4,0,1231,1,5,3,1,3,1,4,1,32,3,2,2,2,2,587,2
1,11525,3,18,2,0,1961,1,5,3,1,2,1,2,3,23,3,2,1,4,1,416,1
1,11557,4,15,4,0,5045,5,5,1,1,2,1,4,3,59,3,2,1,3,1,708,1
1,11589,4,12,4,0,1255,1,5,4,1,3,1,4,1,61,3,2,2,2,1,587,1
1,11621,1,12,2,2,1858,1,2,4,0,2,1,1,3,22,3,1,1,3,1,708,1
1,11653,4,6,4,2,1221,5,3,1,1,4,1,2,2,27,3,2,2,3,1,587,1
1,11685,4,9,2,2,1388,1,3,4,1,2,1,2,1,26,3,1,1,3,1,416,1
1,11717,4,12,2,3,2279,5,3,4,1,3,1,4,4,37,3,3,1,3,1,514,1
1,11749,4,12,0,2,2759,1,5,2,1,3,1,4,2,34,3,2,2,3,1,416,1
1,11781,3,24,2,3,1258,3,3,3,1,2,1,3,3,57,3,2,1,2,1,416,1
1,11813,2,12,0,8,1410,1,3,2,0,3,1,2,1,31,3,2,1,2,1,587,1
1,11845,1,15,2,0,1403,1,3,2,0,2,1,4,3,28,3,1,1,3,1,514,1
1,11877,1,24,2,2,3021,1,3,2,0,1,1,2,1,24,3,1,1,2,1,708,1
1,11909,1,24,2,9,6568,1,3,2,0,4,1,2,3,21,2,2,1,2,1,514,1
1,11941,4,24,4,3,2578,4,5,2,1,3,1,2,3,34,3,2,1,3,1,587,1
1,11973,2,24,4,1,7758,4,5,2,0,2,1,4,4,29,3,1,1,3,1,416,1
1,12005,1,6,2,4,343,1,2,4,0,2,1,1,1,27,3,2,1,3,1,514,1
1,12037,4,21,3,2,1591,2,4,4,1,3,1,3,1,34,3,2,2,4,1,587,1
1,12069,1,27,2,3,3416,1,3,3,0,3,1,2,3,27,3,2,1,4,1,587,1
1,12133,2,27,3,1,5965,1,5,1,0,3,1,2,3,30,3,2,2,4,1,416,1
1,12165,2,15,2,5,1514,2,3,4,0,3,3,2,1,22,3,2,1,3,1,708,1
1,12197,4,30,4,3,6742,5,4,2,1,3,1,3,2,36,3,2,2,3,1,708,1
1,12229,1,18,2,2,3650,1,2,1,0,2,1,4,3,22,3,1,1,3,1,416,1
1,12261,1,21,2,2,3599,1,4,1,0,2,1,4,3,26,3,1,1,2,1,708,1
1,12293,4,60,4,0,13756,5,5,2,1,3,1,4,4,63,1,3,1,4,1,416,1
1,12325,2,9,2,0,276,1,3,4,0,4,1,4,1,22,3,1,1,2,1,514,1
1,12357,4,42,4,2,4041,3,3,4,1,3,1,4,1,36,3,2,2,3,1,514,1
1,12389,2,9,2,3,458,1,3,4,0,3,1,3,1,24,3,2,1,3,1,587,1
1,12453,4,24,2,0,7393,1,3,1,1,3,1,4,2,43,3,2,1,2,2,587,1
1,12485,3,10,2,4,1225,1,3,2,1,3,1,2,3,37,3,2,1,3,1,587,1
1,12517,1,24,2,1,2812,5,5,2,0,2,1,4,1,26,3,1,1,3,1,416,1
1,12549,4,15,2,1,3029,1,4,2,1,3,1,2,3,33,3,2,1,3,1,708,1
1,12581,3,12,4,0,1480,3,1,2,1,3,1,4,4,66,1,3,3,1,1,514,1
1,12613,3,6,4,6,1047,1,3,2,1,2,1,4,2,50,3,2,1,2,1,587,1
1,12645,4,15,4,3,1471,1,3,4,1,3,1,4,4,35,3,3,2,3,1,708,1
1,12677,4,24,2,2,5511,2,3,4,1,3,1,1,3,25,2,2,1,3,1,708,1
1,12709,2,9,2,3,1206,1,5,4,0,2,1,4,1,25,3,2,1,3,1,514,1
1,12741,2,24,3,3,6403,1,2,1,0,3,1,2,3,33,3,2,1,3,1,708,1
1,12773,4,12,2,3,707,1,3,4,1,3,1,2,1,30,1,2,2,3,1,587,1
1,12805,4,12,3,1,1503,1,3,4,1,4,1,4,1,41,3,1,1,3,1,514,1
1,12837,2,12,2,0,6078,1,4,2,0,3,1,2,3,32,3,2,1,3,1,514,1
1,12869,2,27,2,9,2528,1,2,4,0,2,1,1,2,32,3,2,1,3,2,514,1
1,12901,2,12,2,9,1037,2,4,3,0,3,1,4,1,39,3,2,1,2,1,416,1
1,12933,1,6,2,1,1352,3,1,1,0,2,1,2,2,23,3,1,1,1,1,708,1
1,12965,4,24,2,3,3181,1,2,4,1,2,1,4,2,26,3,2,1,3,1,587,1
1,12997,4,18,2,3,4594,1,2,3,1,3,1,2,3,32,3,2,1,3,1,587,1
1,13029,2,48,2,10,5381,5,1,3,0,3,1,4,4,40,1,3,1,1,1,514,1
1,13061,4,15,2,1,4657,1,3,3,1,3,1,2,3,30,3,2,1,3,1,708,1
1,13093,2,9,2,9,1391,1,3,2,0,4,1,1,1,27,1,2,1,3,1,514,1
1,13125,2,18,2,9,1913,4,2,3,0,4,1,3,1,36,1,2,1,3,1,708,1
1,13157,4,42,2,3,7166,5,4,2,1,4,1,4,2,29,3,1,1,3,1,708,1
1,13189,4,13,2,3,1409,2,1,2,1,2,1,4,1,64,3,2,1,3,1,514,1
1,13221,4,24,3,9,2978,5,3,4,1,3,1,4,1,32,3,2,2,3,2,416,1
1,13253,4,12,4,3,976,5,5,4,1,3,1,4,3,35,3,2,2,3,1,708,1
1,13285,4,24,3,9,2375,3,3,4,1,3,1,2,3,44,3,2,2,3,2,708,1
1,13317,4,12,4,3,522,3,5,4,1,3,1,4,2,42,3,2,2,3,2,708,1
1,13349,4,28,4,3,2743,1,5,4,1,3,1,2,3,29,3,2,2,3,1,587,1
1,13381,4,11,4,3,1154,2,1,4,1,2,1,4,1,57,3,2,3,2,1,587,1
1,13413,4,24,4,1,5804,4,3,4,1,3,1,2,1,27,3,2,2,3,1,708,1
1,13445,4,18,4,3,1169,5,3,4,1,3,1,3,2,29,3,2,2,3,1,587,1
1,13477,1,15,4,2,1478,1,5,4,0,3,1,4,3,44,3,2,2,3,2,514,1
1,13509,4,12,2,3,776,1,3,4,1,4,1,2,1,28,3,2,1,3,1,514,1
1,13541,2,11,4,0,1322,4,3,4,0,2,1,4,3,40,3,2,2,3,1,514,1
1,13573,2,16,4,0,1175,1,1,2,0,3,1,3,3,68,3,3,3,1,1,708,1
1,13605,4,12,2,0,2133,5,5,4,1,2,1,4,4,52,3,3,1,4,1,416,1
1,13637,4,15,4,3,1829,1,5,4,1,3,1,4,3,46,3,2,2,3,1,708,1
1,13669,4,12,4,3,717,1,5,4,1,3,1,4,1,52,3,2,3,3,1,587,1
1,13701,2,39,3,6,11760,2,4,2,0,3,1,3,4,32,3,1,1,3,1,708,1
1,13765,1,12,2,6,1200,5,3,4,0,2,1,4,2,23,1,1,1,3,1,587,1
1,13797,2,9,2,0,3195,5,3,1,0,2,1,2,1,33,3,2,1,2,1,416,1
1,13829,4,30,4,3,4530,1,4,4,1,2,1,4,3,26,3,1,1,4,1,587,1
1,13893,2,15,4,9,2326,3,3,2,0,3,1,4,3,27,1,2,1,3,1,708,1
1,13925,2,18,4,9,1887,5,3,4,0,4,1,4,1,28,1,2,2,3,1,416,1
1,13957,4,12,4,9,1264,5,5,4,1,3,1,4,4,57,3,1,1,2,1,416,1
1,13989,4,7,3,3,846,5,5,3,1,3,1,4,4,36,3,3,1,3,1,708,1
1,14021,4,15,4,6,1532,2,3,4,1,2,1,3,3,31,3,2,1,3,1,587,1
1,14053,4,6,3,3,935,1,3,3,1,2,1,2,1,24,3,2,1,3,1,514,1
1,14085,1,27,4,9,2442,1,5,4,0,3,1,4,3,43,2,2,4,4,2,708,1
1,14117,2,18,4,9,3590,1,1,3,0,4,1,3,3,40,3,2,3,1,2,416,1
1,14149,4,21,4,2,2288,1,2,4,1,2,1,4,2,23,3,2,1,3,1,708,1
1,14181,4,27,3,9,5117,1,4,3,1,3,1,4,3,26,3,2,2,3,1,416,1
1,14213,1,39,4,2,14179,5,4,4,0,3,1,4,2,30,3,2,2,4,1,587,1
1,14245,4,15,2,3,1386,5,3,4,1,4,1,2,1,40,3,1,1,3,1,416,1
1,14277,4,12,4,3,618,1,5,4,1,3,1,4,1,56,3,2,1,3,1,416,1
1,14309,4,12,2,2,1574,1,3,4,1,3,1,2,1,50,3,2,1,3,1,708,1
1,14341,4,6,4,3,700,5,5,4,1,3,1,4,4,36,3,3,2,3,1,514,1
1,14373,4,12,2,3,886,5,3,4,1,2,1,2,3,21,3,2,1,3,1,587,1
1,14405,4,36,2,1,4686,1,3,2,1,3,1,2,4,32,3,3,1,4,1,416,1
1,14437,2,9,2,3,790,3,3,4,0,2,1,3,1,66,3,2,1,2,1,416,1
1,14501,1,20,2,2,2212,5,4,4,0,3,1,4,3,39,3,2,1,3,1,587,1
1,14533,2,10,2,0,7308,1,1,2,0,3,1,4,4,70,1,3,1,4,1,416,1
1,14565,2,24,4,6,5743,1,2,2,0,2,1,4,4,24,3,3,2,3,1,708,1
1,14597,1,14,2,0,3973,1,1,1,0,3,1,4,4,22,3,3,1,3,1,514,1
1,14629,2,60,3,3,7418,5,3,1,0,3,1,1,1,27,3,2,1,2,1,708,1
1,14661,2,20,3,10,2629,1,3,2,0,3,1,3,3,29,1,2,2,3,1,416,1
1,14693,2,18,2,9,1941,4,3,4,0,3,1,2,2,35,3,2,1,2,1,514,1
1,14725,2,24,3,2,2333,5,2,4,0,3,1,2,2,29,1,2,1,2,1,514,1
1,14757,4,12,2,1,2445,5,2,2,1,4,1,4,3,26,3,1,1,3,1,708,1
1,14789,2,20,2,1,6468,5,1,1,0,1,1,4,1,60,3,2,1,4,1,708,1
1,14821,2,18,4,2,7374,1,1,4,0,3,1,4,2,40,2,2,2,4,1,416,1
1,14853,4,15,2,1,3812,2,2,1,1,2,1,4,3,23,3,2,1,3,1,514,1
1,14917,2,12,2,0,7472,5,1,1,0,2,1,2,1,24,3,1,1,1,1,708,1
1,14949,3,12,2,2,1424,5,5,3,1,2,1,4,1,55,3,2,1,4,1,587,1
1,14981,2,12,2,1,2028,5,3,4,0,3,1,2,3,30,3,2,1,3,1,514,1
1,15013,4,15,2,0,5324,3,5,1,1,2,1,4,4,35,3,3,1,3,1,708,1
1,15045,2,36,2,3,2323,1,4,4,0,3,1,4,3,24,3,1,1,3,1,514,1
1,15077,4,12,2,6,1393,1,5,4,1,3,1,4,2,47,1,2,3,3,2,416,1
1,15109,4,18,2,2,1984,1,3,4,1,3,1,4,4,47,1,3,2,3,1,587,1
1,15141,4,24,2,3,999,5,5,4,1,3,1,2,3,25,3,2,2,3,1,708,1
1,15173,4,36,2,9,7409,5,5,3,1,3,1,2,2,37,3,2,2,3,1,514,1
1,15205,4,15,2,2,2186,5,4,1,1,2,1,4,1,33,1,1,1,2,1,708,1
1,15237,3,36,2,3,4473,1,5,4,1,3,1,2,3,31,3,2,1,3,1,708,1
1,15269,4,24,2,8,937,1,2,4,1,4,1,3,3,27,3,2,2,2,1,514,1
1,15301,4,18,2,2,3422,1,5,4,1,3,1,4,2,47,1,2,3,3,2,416,1
1,15333,4,24,2,3,3105,5,2,4,1,3,1,2,3,25,3,2,2,3,1,587,1
1,15365,4,12,4,6,2748,1,5,2,1,2,1,4,4,57,1,3,3,2,1,708,1
1,15397,2,18,2,5,3872,1,1,2,0,2,1,4,3,67,3,2,1,3,1,587,1
1,15429,4,27,2,5,5190,5,5,4,1,3,1,4,2,48,3,2,4,3,2,514,1
1,15461,2,18,2,2,3001,1,4,2,0,2,1,4,1,40,3,1,1,3,1,587,1
1,15493,4,24,3,9,3863,1,3,1,1,3,1,2,4,32,3,3,1,3,1,416,1
1,15525,4,12,4,2,5801,5,5,2,1,3,1,4,2,49,3,1,1,3,1,416,2
1,15557,4,12,4,2,1592,4,4,3,1,2,1,2,2,35,3,2,1,3,1,587,1
1,15589,4,12,4,9,1185,1,3,3,1,2,1,2,1,27,3,2,2,3,1,708,1
1,15621,4,18,4,2,3780,1,2,3,1,1,1,2,3,35,3,2,2,4,1,587,1
1,15653,2,18,4,2,3612,1,5,3,0,2,1,4,2,37,3,2,1,3,1,416,2
1,15685,4,12,2,9,1076,1,3,2,1,4,1,2,1,26,3,2,1,3,1,416,1
1,15717,4,12,2,0,3527,5,2,2,1,3,1,3,2,45,3,2,1,4,2,587,1
1,15749,4,18,2,3,2051,1,2,4,1,3,1,1,1,33,3,2,1,3,1,708,1
1,15781,4,12,4,2,3331,1,5,2,1,3,1,4,2,42,2,2,1,3,1,708,1
1,15813,1,18,0,9,3104,1,4,3,0,3,1,1,2,31,1,2,1,3,1,514,1
1,15845,4,24,4,3,2611,1,5,4,1,4,2,3,1,46,3,2,2,3,1,587,1
1,15877,1,12,4,1,1409,1,5,4,0,3,1,3,1,54,3,2,1,3,1,708,1
1,15909,4,24,2,3,1311,2,4,4,1,4,1,3,2,26,3,2,1,3,1,514,1
1,15941,4,6,2,3,2108,1,4,2,1,4,1,2,1,29,3,1,1,3,1,587,1
1,15973,4,24,4,1,4042,5,4,3,1,3,1,4,2,43,3,2,2,3,1,514,1
1,16005,4,12,4,0,926,1,1,1,1,2,1,2,2,38,3,2,1,1,1,587,1
1,16037,1,12,2,3,1680,3,5,3,0,4,1,1,1,35,3,2,1,3,1,514,1
1,16069,4,24,2,0,1249,1,2,4,1,4,1,2,1,28,3,2,1,3,1,587,1
1,16101,4,24,4,0,2463,2,4,4,1,4,1,3,2,27,3,2,2,3,1,514,1
1,16133,4,6,2,3,1595,1,4,3,1,3,1,2,2,51,3,2,1,3,2,514,1
1,16165,4,24,4,5,2058,1,3,4,1,1,1,2,1,33,3,2,2,3,1,708,1
1,16197,4,24,2,1,7814,1,4,3,1,3,1,3,3,38,3,2,1,4,1,416,1
1,16229,4,6,4,3,1740,1,5,2,1,4,1,2,1,30,3,1,2,3,1,514,1
1,16261,4,12,4,3,1240,5,5,4,1,2,1,2,1,38,3,2,2,3,1,416,1
1,16293,4,24,4,1,6842,5,3,2,1,3,1,4,2,46,3,2,2,4,2,514,1
1,16325,4,24,4,2,5150,1,5,4,1,3,1,4,3,33,3,2,1,3,1,514,1
1,16357,1,6,2,0,1203,2,5,3,0,3,1,2,2,43,3,2,1,3,1,514,1
1,16389,4,6,4,0,2080,3,3,1,1,4,1,2,3,24,3,2,1,3,1,708,1
1,16421,4,6,2,6,1538,1,2,1,1,2,1,2,4,56,3,2,1,3,1,514,1
1,16453,2,24,4,0,3878,2,2,4,0,1,1,2,3,37,3,2,1,3,1,587,1
1,16485,2,30,2,2,3832,1,2,2,0,4,1,1,2,22,3,2,1,3,1,587,1
1,16517,4,15,2,0,3186,4,4,2,1,2,1,3,3,20,3,1,1,3,1,587,1
1,16549,2,24,2,3,2896,2,2,2,0,3,1,1,3,29,3,2,1,3,1,708,1
1,16581,2,24,3,9,6967,2,4,4,0,3,1,4,3,36,3,1,1,4,1,416,1
1,16773,4,6,2,3,518,1,3,3,1,2,1,1,1,29,3,2,1,3,1,416,1
1,16805,4,18,2,3,1126,5,2,4,1,2,1,2,1,21,3,1,1,3,1,708,1
1,16837,2,12,4,1,1860,1,1,4,0,3,1,2,3,34,3,2,2,4,1,587,1
1,16869,4,36,4,3,9566,1,3,2,1,2,1,2,3,31,2,2,2,3,1,708,1
1,16901,1,12,2,3,701,1,3,4,0,4,1,2,1,40,3,2,1,2,1,708,1
1,16933,2,12,2,3,2930,1,4,2,0,2,1,1,1,27,3,2,1,3,1,514,1
1,16965,4,18,2,3,1505,1,3,4,1,3,1,2,4,32,3,3,1,4,1,416,1
1,16997,4,18,4,3,2238,1,3,2,1,2,1,1,3,25,3,2,2,3,1,587,1
1,17029,4,4,4,3,1503,1,4,2,1,3,1,1,1,42,3,2,2,2,2,514,1
1,17061,4,24,4,1,2197,5,4,4,1,3,1,4,3,43,3,2,2,3,2,416,1
1,17093,3,12,2,3,1881,1,3,2,1,2,1,2,3,44,3,1,1,2,1,587,1
1,17125,1,18,4,3,1880,1,4,4,0,4,1,1,2,32,3,2,2,4,1,708,1
1,17157,1,18,2,3,2389,1,2,4,0,2,1,1,3,27,2,2,1,3,1,514,1
1,17189,2,24,2,3,1967,1,5,4,0,2,1,4,3,20,3,2,1,3,1,587,1
1,17221,4,4,4,0,3380,1,4,1,1,2,1,1,1,37,3,2,1,3,2,416,1
1,17253,4,4,4,0,1455,1,4,2,1,3,1,1,1,42,3,2,3,2,2,416,1
1,17285,4,7,4,3,730,5,5,4,1,3,1,2,2,46,3,1,2,2,1,708,1
1,17317,2,18,0,2,3244,1,3,1,0,2,1,4,3,33,1,2,2,3,1,708,1
1,17381,2,48,2,3,3979,5,4,4,0,3,1,1,3,41,3,2,2,3,2,416,1
1,17445,2,18,4,2,1295,1,2,4,0,2,1,1,2,27,3,2,2,3,1,416,1
1,17477,4,4,4,3,1544,1,4,2,1,3,1,1,1,42,3,2,3,2,2,708,1
1,17509,2,8,2,9,907,1,2,3,0,4,1,2,1,26,3,2,1,3,1,514,1
1,17541,2,30,2,3,1715,5,3,4,0,2,1,1,3,26,3,2,1,3,1,514,1
1,17573,3,10,4,3,1347,5,4,4,1,3,1,2,2,27,3,2,2,3,1,416,1
1,17605,2,12,2,0,1007,4,3,4,0,4,1,1,1,22,3,2,1,3,1,708,1
1,17637,4,12,4,2,1402,3,4,3,1,2,1,4,3,37,3,1,1,3,1,416,1
1,17669,2,12,2,0,2002,1,4,3,0,3,1,4,2,30,3,1,1,3,2,708,1
1,17701,4,12,4,6,2096,1,4,2,1,3,1,3,1,49,3,2,1,2,2,416,1
1,17733,4,12,2,0,1101,1,3,3,1,4,1,2,1,27,3,2,2,3,1,416,1
1,17765,4,10,2,8,894,5,4,4,1,2,1,3,2,40,3,2,1,3,1,587,1
1,17797,2,11,2,2,1577,4,2,4,0,2,1,1,1,20,3,2,1,3,1,708,1
1,17829,4,33,3,9,2764,1,3,2,1,2,1,2,3,26,3,2,2,3,1,416,1
1,17861,2,48,0,0,8358,3,2,1,0,2,1,1,3,30,3,2,2,3,1,416,1
1,17893,3,12,2,2,1474,1,2,4,1,2,1,1,2,33,1,2,1,4,1,514,1
1,17925,4,24,2,1,5433,5,1,2,1,2,1,4,2,26,3,1,1,4,1,587,1
1,17957,2,14,2,9,1410,3,5,1,0,4,1,2,1,35,3,2,1,3,1,587,1
1,17989,4,20,4,0,3485,5,2,2,1,1,1,4,1,44,3,2,2,3,1,708,1
1,18021,4,18,4,1,3850,1,4,3,1,3,1,1,3,27,3,2,2,3,1,708,1
1,18085,3,24,2,3,1377,2,5,4,1,2,1,2,4,47,3,3,1,3,1,514,1
1,18117,4,30,3,9,4272,2,3,2,1,3,1,2,2,26,3,2,2,2,1,416,1
1,18149,2,24,3,3,1553,2,4,3,0,2,1,2,2,23,3,1,2,3,1,587,1
1,18181,2,36,3,9,9857,2,4,1,0,3,1,3,2,31,3,2,2,2,2,587,1
1,18213,4,6,4,0,362,2,3,4,1,2,1,4,3,52,3,2,2,2,1,587,1
1,18245,4,12,4,2,1935,1,5,4,1,3,1,4,1,43,3,2,3,3,1,514,1
1,18277,4,48,2,3,10222,5,4,4,1,3,1,3,3,37,2,2,1,3,1,708,1
1,18309,3,12,2,0,1330,1,2,4,1,3,1,1,1,26,3,2,1,3,1,587,1
1,18341,4,36,2,6,9055,5,3,2,1,3,1,4,4,35,3,3,1,2,2,514,1
1,18373,2,26,2,1,7966,1,2,2,0,3,1,3,3,30,3,2,2,3,1,587,1
1,18405,2,30,1,2,3496,4,3,4,0,3,1,2,3,34,2,2,1,3,2,587,1
1,18437,2,36,2,1,6948,1,3,2,0,3,1,2,3,35,3,1,1,4,1,587,1
1,18469,2,48,0,9,12204,5,3,2,0,3,1,2,3,48,1,2,1,4,1,416,1
1,18789,1,24,2,1,2910,1,4,2,0,3,1,1,4,34,3,3,1,4,1,416,1
1,18821,1,18,4,0,5302,1,5,2,0,3,1,4,4,36,3,3,3,4,1,514,1
1,18853,1,36,2,2,3620,1,3,1,0,3,3,2,2,37,3,2,1,3,2,708,1
1,18885,1,18,2,3,3509,1,4,4,0,2,3,1,1,25,3,2,1,3,1,416,1
1,18917,2,12,2,2,3017,1,2,3,0,2,1,1,1,34,3,1,1,4,1,514,1
1,18949,1,12,2,2,1657,1,3,2,0,3,1,2,1,27,3,2,1,3,1,416,1
1,18981,1,8,4,10,1164,1,5,3,0,3,1,4,4,51,1,3,2,4,2,514,1
1,19077,1,30,0,2,4583,1,3,2,0,1,3,2,1,32,3,2,2,3,1,587,1
1,19109,1,36,4,2,5371,1,3,3,0,3,3,2,2,28,3,2,2,3,1,416,1
1,19141,1,12,2,2,708,1,3,2,0,3,3,3,2,38,3,2,1,2,2,514,1
